id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
NE;NORDESTE;2023-05-26;0.0;0.0;0.0;0.0
S;SUL;2023-05-26;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-05-26;0.0;0.0;0.0;0.0
N;NORTE;2023-06-02;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-06-02;0.0;0.0;0.0;0.0
S;SUL;2023-06-02;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-06-02;0.0;0.0;0.0;0.0
N;NORTE;2023-06-09;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-06-09;0.0;0.0;0.0;0.0
S;SUL;2023-06-09;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-06-09;0.0;0.0;0.0;0.0
N;NORTE;2023-06-16;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-06-16;0.0;0.0;0.0;0.0
S;SUL;2023-06-16;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-06-16;0.0;0.0;0.0;0.0
N;NORTE;2023-06-23;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-06-23;0.0;0.0;0.0;0.0
S;SUL;2023-06-23;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-06-23;0.0;0.0;0.0;0.0
N;NORTE;2023-06-30;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-06-30;0.0;0.0;0.0;0.0
S;SUL;2023-06-30;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-06-30;0.0;0.0;0.0;0.0
N;NORTE;2023-07-07;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-07-07;0.0;0.0;0.0;0.0
S;SUL;2023-07-07;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-07-07;0.0;0.0;0.0;0.0
N;NORTE;2023-07-14;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-07-14;0.0;0.0;0.0;0.0
S;SUL;2023-07-14;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-07-14;0.0;0.0;0.0;0.0
N;NORTE;2023-07-21;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-07-21;0.0;0.0;0.0;0.0
S;SUL;2023-07-21;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-07-21;0.0;0.0;0.0;0.0
N;NORTE;2023-07-28;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-07-28;0.0;0.0;0.0;0.0
S;SUL;2023-07-28;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-07-28;0.0;0.0;0.0;0.0
N;NORTE;2023-08-04;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-08-04;0.0;0.0;0.0;0.0
S;SUL;2023-08-04;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-08-04;0.0;0.0;0.0;0.0
N;NORTE;2023-08-11;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-08-11;0.0;0.0;0.0;0.0
S;SUL;2023-08-11;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-08-11;0.0;0.0;0.0;0.0
N;NORTE;2023-08-18;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-08-18;0.0;0.0;0.0;0.0
S;SUL;2023-08-18;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-08-18;0.0;0.0;0.0;0.0
N;NORTE;2023-08-25;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-08-25;0.0;0.0;0.0;0.0
S;SUL;2023-08-25;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-08-25;0.0;0.0;0.0;0.0
N;NORTE;2023-09-01;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-09-01;0.0;0.0;0.0;0.0
S;SUL;2023-09-01;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-09-01;0.0;0.0;0.0;0.0
N;NORTE;2023-09-08;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-09-08;0.0;0.0;0.0;0.0
S;SUL;2023-09-08;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-09-08;0.0;0.0;0.0;0.0
N;NORTE;2023-09-15;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-09-15;0.0;0.0;0.0;0.0
S;SUL;2023-09-15;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-09-15;0.0;0.0;0.0;0.0
N;NORTE;2023-09-22;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-09-22;0.0;0.0;0.0;0.0
S;SUL;2023-09-22;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-09-22;0.0;0.0;0.0;0.0
N;NORTE;2023-09-29;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-09-29;0.0;0.0;0.0;0.0
S;SUL;2023-09-29;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-09-29;0.0;0.0;0.0;0.0
N;NORTE;2023-10-06;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-10-06;0.0;0.0;0.0;0.0
S;SUL;2023-10-06;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-10-06;0.0;0.0;0.0;0.0
N;NORTE;2023-10-13;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-10-13;0.0;0.0;0.0;0.0
S;SUL;2023-10-13;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-10-13;0.0;0.0;0.0;0.0
N;NORTE;2023-10-20;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-10-20;0.0;0.0;0.0;0.0
S;SUL;2023-10-20;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-10-20;0.0;0.0;0.0;0.0
N;NORTE;2023-10-27;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-10-27;0.0;0.0;0.0;0.0
S;SUL;2023-10-27;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-10-27;0.0;0.0;0.0;0.0
N;NORTE;2023-11-03;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-11-03;0.0;0.0;0.0;0.0
S;SUL;2023-11-03;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-11-03;0.0;0.0;0.0;0.0
N;NORTE;2023-11-10;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-11-10;0.0;0.0;0.0;0.0
S;SUL;2023-11-10;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-11-10;0.0;0.0;0.0;0.0
N;NORTE;2023-11-17;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-11-17;0.0;0.0;0.0;0.0
S;SUL;2023-11-17;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-11-17;0.0;0.0;0.0;0.0
N;NORTE;2023-11-24;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-11-24;0.0;0.0;0.0;0.0
S;SUL;2023-11-24;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-11-24;0.0;0.0;0.0;0.0
N;NORTE;2023-12-01;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-12-01;0.0;0.0;0.0;0.0
S;SUL;2023-12-01;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-12-01;0.0;0.0;0.0;0.0
N;NORTE;2023-12-08;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-12-08;0.0;0.0;0.0;0.0
S;SUL;2023-12-08;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-12-08;0.0;0.0;0.0;0.0
N;NORTE;2023-12-15;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-12-15;0.0;0.0;0.0;0.0
S;SUL;2023-12-15;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-12-15;0.0;0.0;0.0;0.0
N;NORTE;2023-12-22;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-12-22;0.0;0.0;0.0;0.0
S;SUL;2023-12-22;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-12-22;0.0;0.0;0.0;0.0
N;NORTE;2023-12-29;0.0;0.0;0.0;0.0
NE;NORDESTE;2023-12-29;0.0;0.0;0.0;0.0
S;SUL;2023-12-29;0.0;0.0;0.0;0.0
SE;SUDESTE;2023-12-29;0.0;0.0;0.0;0.0
