id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2023-01-20;42242.60216667
N;Norte;2023-01-21;6150.43608333
NE;Nordeste;2023-01-21;11328.05645833
S;Sul;2023-01-21;12234.49166667
SE;Sudeste/Centro-Oeste;2023-01-21;38642.08970833
N;Norte;2023-01-22;5899.86970833
NE;Nordeste;2023-01-22;10676.075375
S;Sul;2023-01-22;10804.43558333
SE;Sudeste/Centro-Oeste;2023-01-22;35609.444125
N;Norte;2023-01-23;6465.80275
NE;Nordeste;2023-01-23;12103.765125
S;Sul;2023-01-23;14130.07729167
SE;Sudeste/Centro-Oeste;2023-01-23;42420.67983333
N;Norte;2023-01-24;6419.88683333
NE;Nordeste;2023-01-24;12122.47041667
S;Sul;2023-01-24;14455.81891667
SE;Sudeste/Centro-Oeste;2023-01-24;42985.03504167
N;Norte;2023-01-25;6391.813375
NE;Nordeste;2023-01-25;11851.39158333
S;Sul;2023-01-25;15340.26525
SE;Sudeste/Centro-Oeste;2023-01-25;42893.640625
N;Norte;2023-01-26;6409.93866667
NE;Nordeste;2023-01-26;11953.82795833
S;Sul;2023-01-26;15270.49704167
SE;Sudeste/Centro-Oeste;2023-01-26;43089.11908333
N;Norte;2023-01-27;6448.719
NE;Nordeste;2023-01-27;12107.07870833
S;Sul;2023-01-27;14880.36908333
SE;Sudeste/Centro-Oeste;2023-01-27;43427.13133333
N;Norte;2023-01-28;6173.59295833
NE;Nordeste;2023-01-28;11318.94479167
S;Sul;2023-01-28;13487.18045833
SE;Sudeste/Centro-Oeste;2023-01-28;39905.54783333
N;Norte;2023-01-29;5936.771375
NE;Nordeste;2023-01-29;10506.86258333
S;Sul;2023-01-29;11766.44158333
SE;Sudeste/Centro-Oeste;2023-01-29;36167.54483333
N;Norte;2023-01-30;6349.952625
NE;Nordeste;2023-01-30;11851.30508333
S;Sul;2023-01-30;14482.807875
SE;Sudeste/Centro-Oeste;2023-01-30;42179.79375
N;Norte;2023-01-31;6349.816625
NE;Nordeste;2023-01-31;11976.76170833
S;Sul;2023-01-31;15156.73308333
SE;Sudeste/Centro-Oeste;2023-01-31;43443.82704167
N;Norte;2023-02-01;6339.075
NE;Nordeste;2023-02-01;11993.14170833
S;Sul;2023-02-01;15286.28491667
SE;Sudeste/Centro-Oeste;2023-02-01;43896.91879167
N;Norte;2023-02-02;6309.52425
NE;Nordeste;2023-02-02;12160.05291667
S;Sul;2023-02-02;15305.787625
SE;Sudeste/Centro-Oeste;2023-02-02;44497.7065
N;Norte;2023-02-03;6517.10733333
NE;Nordeste;2023-02-03;11986.137875
S;Sul;2023-02-03;14658.44108333
SE;Sudeste/Centro-Oeste;2023-02-03;44320.448125
N;Norte;2023-02-04;6235.58595833
NE;Nordeste;2023-02-04;11530.50354167
S;Sul;2023-02-04;11707.59358333
SE;Sudeste/Centro-Oeste;2023-02-04;40809.01345833
N;Norte;2023-02-05;5855.59579167
NE;Nordeste;2023-02-05;11256.86529167
S;Sul;2023-02-05;10174.87441667
SE;Sudeste/Centro-Oeste;2023-02-05;37862.19741667
N;Norte;2023-02-06;6459.23183333
NE;Nordeste;2023-02-06;12077.922625
S;Sul;2023-02-06;14085.899625
SE;Sudeste/Centro-Oeste;2023-02-06;43894.65616667
N;Norte;2023-02-07;6429.65604167
NE;Nordeste;2023-02-07;11966.792125
S;Sul;2023-02-07;14930.52370833
SE;Sudeste/Centro-Oeste;2023-02-07;44093.8245
N;Norte;2023-02-08;6425.13658333
NE;Nordeste;2023-02-08;11949.96158333
S;Sul;2023-02-08;15314.20720833
SE;Sudeste/Centro-Oeste;2023-02-08;43903.004625
N;Norte;2023-02-09;6554.72275
NE;Nordeste;2023-02-09;12270.23454167
S;Sul;2023-02-09;15499.08520833
SE;Sudeste/Centro-Oeste;2023-02-09;44394.62470833
N;Norte;2023-02-10;6649.77191667
NE;Nordeste;2023-02-10;12329.42070833
S;Sul;2023-02-10;15296.64483333
SE;Sudeste/Centro-Oeste;2023-02-10;44638.84783333
N;Norte;2023-02-11;6318.9715
NE;Nordeste;2023-02-11;11709.16441667
S;Sul;2023-02-11;12904.76675
SE;Sudeste/Centro-Oeste;2023-02-11;40558.25266667
N;Norte;2023-02-12;6106.552125
NE;Nordeste;2023-02-12;10912.91754167
S;Sul;2023-02-12;11632.39154167
SE;Sudeste/Centro-Oeste;2023-02-12;37128.52304167
N;Norte;2023-02-13;6732.71245833
NE;Nordeste;2023-02-13;12259.77391667
S;Sul;2023-02-13;15428.83604167
SE;Sudeste/Centro-Oeste;2023-02-13;43538.46820833
N;Norte;2023-02-14;6747.09483333
NE;Nordeste;2023-02-14;12405.95091667
S;Sul;2023-02-14;15922.07120833
SE;Sudeste/Centro-Oeste;2023-02-14;45120.92891667
N;Norte;2023-02-15;6791.43420833
NE;Nordeste;2023-02-15;12602.26258333
S;Sul;2023-02-15;14647.50425
SE;Sudeste/Centro-Oeste;2023-02-15;45879.404125
N;Norte;2023-02-16;6677.77020833
NE;Nordeste;2023-02-16;12679.46941667
S;Sul;2023-02-16;14428.67845833
SE;Sudeste/Centro-Oeste;2023-02-16;45660.12670833
N;Norte;2023-02-17;6706.58020833
NE;Nordeste;2023-02-17;12384.37358333
S;Sul;2023-02-17;13308.38320833
SE;Sudeste/Centro-Oeste;2023-02-17;45656.72691667
N;Norte;2023-02-18;6339.66879167
NE;Nordeste;2023-02-18;11484.828125
S;Sul;2023-02-18;9799.65804167
SE;Sudeste/Centro-Oeste;2023-02-18;40271.77404167
N;Norte;2023-02-19;5980.73870833
NE;Nordeste;2023-02-19;10699.209
S;Sul;2023-02-19;8673.64466667
SE;Sudeste/Centro-Oeste;2023-02-19;35523.881625
N;Norte;2023-02-20;6025.56941667
NE;Nordeste;2023-02-20;10902.385375
S;Sul;2023-02-20;11576.179625
SE;Sudeste/Centro-Oeste;2023-02-20;38635.65629167
N;Norte;2023-02-21;5986.96070833
NE;Nordeste;2023-02-21;10777.925125
S;Sul;2023-02-21;11328.00245833
SE;Sudeste/Centro-Oeste;2023-02-21;39006.98304167
N;Norte;2023-02-22;6368.992375
NE;Nordeste;2023-02-22;11645.76579167
S;Sul;2023-02-22;12580.84245833
SE;Sudeste/Centro-Oeste;2023-02-22;41906.700375
N;Norte;2023-02-23;6758.15979167
NE;Nordeste;2023-02-23;12219.403875
S;Sul;2023-02-23;13146.50629167
SE;Sudeste/Centro-Oeste;2023-02-23;43828.38454167
N;Norte;2023-02-24;6792.74445833
NE;Nordeste;2023-02-24;12160.338875
S;Sul;2023-02-24;12726.85875
SE;Sudeste/Centro-Oeste;2023-02-24;43839.55329167
N;Norte;2023-02-25;6456.64370833
NE;Nordeste;2023-02-25;11434.607875
S;Sul;2023-02-25;11035.62733333
SE;Sudeste/Centro-Oeste;2023-02-25;40896.23145833
N;Norte;2023-02-26;6093.26845833
NE;Nordeste;2023-02-26;10670.77216667
S;Sul;2023-02-26;9914.62829167
SE;Sudeste/Centro-Oeste;2023-02-26;38595.17895833
N;Norte;2023-02-27;6704.745625
NE;Nordeste;2023-02-27;11926.555
S;Sul;2023-02-27;12771.63208333
SE;Sudeste/Centro-Oeste;2023-02-27;45260.87695833
N;Norte;2023-02-28;6745.4175
NE;Nordeste;2023-02-28;12373.99091667
S;Sul;2023-02-28;13330.27354167
SE;Sudeste/Centro-Oeste;2023-02-28;45164.76375
N;Norte;2023-03-01;6820.50816667
NE;Nordeste;2023-03-01;12374.43145833
S;Sul;2023-03-01;13529.27237545
SE;Sudeste/Centro-Oeste;2023-03-01;44393.60866667
N;Norte;2023-03-02;6889.34575
NE;Nordeste;2023-03-02;11933.48075
S;Sul;2023-03-02;14316.97725111
SE;Sudeste/Centro-Oeste;2023-03-02;45038.4005
N;Norte;2023-03-03;6877.60979167
NE;Nordeste;2023-03-03;11899.428125
S;Sul;2023-03-03;14190.31925065
SE;Sudeste/Centro-Oeste;2023-03-03;45811.87291667
N;Norte;2023-03-04;6512.24620833
NE;Nordeste;2023-03-04;11359.44441667
S;Sul;2023-03-04;11814.6250848
SE;Sudeste/Centro-Oeste;2023-03-04;42221.58033333
N;Norte;2023-03-05;6303.12879167
NE;Nordeste;2023-03-05;10543.98483333
S;Sul;2023-03-05;10014.4164575
SE;Sudeste/Centro-Oeste;2023-03-05;38506.446875
N;Norte;2023-03-06;6794.12954167
NE;Nordeste;2023-03-06;11614.69133333
S;Sul;2023-03-06;13139.39504119
SE;Sudeste/Centro-Oeste;2023-03-06;44351.55879167
N;Norte;2023-03-07;6656.45029167
NE;Nordeste;2023-03-07;11983.07270833
S;Sul;2023-03-07;13669.24783398
SE;Sudeste/Centro-Oeste;2023-03-07;45158.12095833
N;Norte;2023-03-08;6712.50916667
NE;Nordeste;2023-03-08;11904.43058333
S;Sul;2023-03-08;14352.80525
SE;Sudeste/Centro-Oeste;2023-03-08;45092.173
N;Norte;2023-03-09;6785.44929167
NE;Nordeste;2023-03-09;12117.77529167
S;Sul;2023-03-09;14535.96349816
SE;Sudeste/Centro-Oeste;2023-03-09;45456.10054167
N;Norte;2023-03-10;6757.37808333
NE;Nordeste;2023-03-10;12133.138
S;Sul;2023-03-10;14083.90258388
SE;Sudeste/Centro-Oeste;2023-03-10;45181.42533333
N;Norte;2023-03-11;6518.42445833
NE;Nordeste;2023-03-11;11398.56241667
S;Sul;2023-03-11;12141.18837477
SE;Sudeste/Centro-Oeste;2023-03-11;40815.38004167
N;Norte;2023-03-12;6171.279875
NE;Nordeste;2023-03-12;10665.205
S;Sul;2023-03-12;10739.3266237
SE;Sudeste/Centro-Oeste;2023-03-12;36794.28079167
N;Norte;2023-03-13;6576.50525
NE;Nordeste;2023-03-13;11996.64891667
S;Sul;2023-03-13;14011.7134139
SE;Sudeste/Centro-Oeste;2023-03-13;42951.18616667
N;Norte;2023-03-14;6531.37075
NE;Nordeste;2023-03-14;12182.719375
S;Sul;2023-03-14;14453.75591517
SE;Sudeste/Centro-Oeste;2023-03-14;43485.32683333
N;Norte;2023-03-15;6543.67833333
NE;Nordeste;2023-03-15;12081.091875
S;Sul;2023-03-15;14456.81041465
SE;Sudeste/Centro-Oeste;2023-03-15;43473.26770833
N;Norte;2023-03-16;6603.793375
NE;Nordeste;2023-03-16;12039.54533333
S;Sul;2023-03-16;14512.34154107
SE;Sudeste/Centro-Oeste;2023-03-16;43219.225375
N;Norte;2023-03-17;6623.28108333
NE;Nordeste;2023-03-17;12091.94575
S;Sul;2023-03-17;14586.47866667
SE;Sudeste/Centro-Oeste;2023-03-17;42937.68925
N;Norte;2023-03-18;6287.34670833
NE;Nordeste;2023-03-18;11524.803
S;Sul;2023-03-18;12509.25983384
SE;Sudeste/Centro-Oeste;2023-03-18;39870.515375
N;Norte;2023-03-19;6209.23516667
NE;Nordeste;2023-03-19;10368.93075
S;Sul;2023-03-19;11163.25483202
SE;Sudeste/Centro-Oeste;2023-03-19;36848.10729167
N;Norte;2023-03-20;6670.80504167
NE;Nordeste;2023-03-20;11732.0935
S;Sul;2023-03-20;14866.34896224
SE;Sudeste/Centro-Oeste;2023-03-20;43750.82858333
N;Norte;2023-03-21;6823.921625
NE;Nordeste;2023-03-21;11639.32133333
S;Sul;2023-03-21;15174.09395833
SE;Sudeste/Centro-Oeste;2023-03-21;44559.76520833
N;Norte;2023-03-22;6882.41116667
NE;Nordeste;2023-03-22;11221.278125
S;Sul;2023-03-22;15147.32179139
SE;Sudeste/Centro-Oeste;2023-03-22;44560.95025
N;Norte;2023-03-23;6801.315875
NE;Nordeste;2023-03-23;11344.11941667
S;Sul;2023-03-23;15182.53345833
SE;Sudeste/Centro-Oeste;2023-03-23;44551.99645833
N;Norte;2023-03-24;6823.12770833
NE;Nordeste;2023-03-24;11450.61354167
S;Sul;2023-03-24;15017.82924673
SE;Sudeste/Centro-Oeste;2023-03-24;45292.267375
N;Norte;2023-03-25;6534.18616667
NE;Nordeste;2023-03-25;10827.31970833
S;Sul;2023-03-25;12485.541875
SE;Sudeste/Centro-Oeste;2023-03-25;41608.29620833
N;Norte;2023-03-26;6203.07516667
NE;Nordeste;2023-03-26;10041.156875
S;Sul;2023-03-26;10427.56279167
SE;Sudeste/Centro-Oeste;2023-03-26;38709.68091667
N;Norte;2023-03-27;6845.125
NE;Nordeste;2023-03-27;11050.52245833
S;Sul;2023-03-27;13034.682045
SE;Sudeste/Centro-Oeste;2023-03-27;44556.72541667
N;Norte;2023-03-28;6802.56879167
NE;Nordeste;2023-03-28;11136.33675
S;Sul;2023-03-28;13524.9337923
SE;Sudeste/Centro-Oeste;2023-03-28;44452.33208333
N;Norte;2023-03-29;6814.45879167
NE;Nordeste;2023-03-29;11276.81333333
S;Sul;2023-03-29;14594.96024785
SE;Sudeste/Centro-Oeste;2023-03-29;45060.86208333
N;Norte;2023-03-30;6969.75158333
NE;Nordeste;2023-03-30;11084.233125
S;Sul;2023-03-30;13918.11916604
SE;Sudeste/Centro-Oeste;2023-03-30;45196.59195833
N;Norte;2023-03-31;6850.75254167
NE;Nordeste;2023-03-31;11108.88491667
S;Sul;2023-03-31;13673.12379112
SE;Sudeste/Centro-Oeste;2023-03-31;44824.87375
N;Norte;2023-04-01;6514.73704167
NE;Nordeste;2023-04-01;10696.84845833
S;Sul;2023-04-01;10956.58345833
SE;Sudeste/Centro-Oeste;2023-04-01;41039.7395
N;Norte;2023-04-02;6283.176875
NE;Nordeste;2023-04-02;10443.499875
S;Sul;2023-04-02;9358.65379167
SE;Sudeste/Centro-Oeste;2023-04-02;36429.18225
N;Norte;2023-04-03;6854.69920833
NE;Nordeste;2023-04-03;11615.06875
S;Sul;2023-04-03;12602.67403564
SE;Sudeste/Centro-Oeste;2023-04-03;41672.72216667
N;Norte;2023-04-04;7004.585375
NE;Nordeste;2023-04-04;11416.76725
S;Sul;2023-04-04;13706.54725
SE;Sudeste/Centro-Oeste;2023-04-04;43105.62975
N;Norte;2023-04-05;6906.04325
NE;Nordeste;2023-04-05;11376.165375
S;Sul;2023-04-05;13746.79758333
SE;Sudeste/Centro-Oeste;2023-04-05;43310.07741667
N;Norte;2023-04-06;6695.79179167
NE;Nordeste;2023-04-06;11017.98383333
S;Sul;2023-04-06;13210.20754167
SE;Sudeste/Centro-Oeste;2023-04-06;42945.57816667
N;Norte;2023-04-07;6295.97870833
NE;Nordeste;2023-04-07;9836.2305
S;Sul;2023-04-07;9500.56816667
SE;Sudeste/Centro-Oeste;2023-04-07;37055.722375
N;Norte;2023-04-08;6532.57629167
NE;Nordeste;2023-04-08;10660.41495833
S;Sul;2023-04-08;9623.00529167
SE;Sudeste/Centro-Oeste;2023-04-08;36999.91995833
N;Norte;2023-04-09;6355.24370833
NE;Nordeste;2023-04-09;10205.53520833
S;Sul;2023-04-09;8783.51816667
SE;Sudeste/Centro-Oeste;2023-04-09;34416.427
N;Norte;2023-04-10;6684.442375
NE;Nordeste;2023-04-10;11437.54083333
S;Sul;2023-04-10;12478.72033333
SE;Sudeste/Centro-Oeste;2023-04-10;39746.90583333
N;Norte;2023-04-11;6785.5915
NE;Nordeste;2023-04-11;11450.04104167
S;Sul;2023-04-11;13367.18529167
SE;Sudeste/Centro-Oeste;2023-04-11;40625.62370833
N;Norte;2023-04-12;6885.75325
NE;Nordeste;2023-04-12;11415.306375
S;Sul;2023-04-12;13805.99016667
SE;Sudeste/Centro-Oeste;2023-04-12;41892.063125
N;Norte;2023-04-13;6962.58083333
NE;Nordeste;2023-04-13;11733.5195
S;Sul;2023-04-13;13762.3155
SE;Sudeste/Centro-Oeste;2023-04-13;42499.96495833
N;Norte;2023-04-14;7010.97766667
NE;Nordeste;2023-04-14;11613.764875
S;Sul;2023-04-14;13234.976875
SE;Sudeste/Centro-Oeste;2023-04-14;42960.51029167
N;Norte;2023-04-15;6740.16033333
NE;Nordeste;2023-04-15;11217.839125
S;Sul;2023-04-15;11277.5235
SE;Sudeste/Centro-Oeste;2023-04-15;38933.07841667
N;Norte;2023-04-16;6481.53216667
NE;Nordeste;2023-04-16;10584.52479167
S;Sul;2023-04-16;9788.40867148
SE;Sudeste/Centro-Oeste;2023-04-16;35011.90741667
N;Norte;2023-04-17;6890.56054167
NE;Nordeste;2023-04-17;11822.61545833
S;Sul;2023-04-17;12420.99583333
SE;Sudeste/Centro-Oeste;2023-04-17;41384.78875
N;Norte;2023-04-18;6934.081875
NE;Nordeste;2023-04-18;12315.64091667
S;Sul;2023-04-18;12071.93720833
SE;Sudeste/Centro-Oeste;2023-04-18;43272.023625
N;Norte;2023-04-19;7047.38304167
NE;Nordeste;2023-04-19;12463.03775
S;Sul;2023-04-19;11500.86658333
SE;Sudeste/Centro-Oeste;2023-04-19;42513.75929167
N;Norte;2023-04-20;7224.00829167
NE;Nordeste;2023-04-20;12589.61183333
S;Sul;2023-04-20;11225.17291667
SE;Sudeste/Centro-Oeste;2023-04-20;40174.59904167
N;Norte;2023-04-21;6657.61408333
NE;Nordeste;2023-04-21;10980.801875
S;Sul;2023-04-21;9641.26204167
SE;Sudeste/Centro-Oeste;2023-04-21;34720.92929167
N;Norte;2023-04-22;6548.755625
NE;Nordeste;2023-04-22;10795.69075
S;Sul;2023-04-22;9310.24220833
SE;Sudeste/Centro-Oeste;2023-04-22;34890.26933333
N;Norte;2023-04-23;6393.03954167
NE;Nordeste;2023-04-23;10167.51958333
S;Sul;2023-04-23;8646.54920833
SE;Sudeste/Centro-Oeste;2023-04-23;32768.675375
N;Norte;2023-04-24;7018.01904167
NE;Nordeste;2023-04-24;11375.17266667
S;Sul;2023-04-24;11822.702875
SE;Sudeste/Centro-Oeste;2023-04-24;38359.184
N;Norte;2023-04-25;6983.433125
NE;Nordeste;2023-04-25;11753.76845833
S;Sul;2023-04-25;12557.10004167
SE;Sudeste/Centro-Oeste;2023-04-25;39835.50970833
N;Norte;2023-04-26;6949.30725
NE;Nordeste;2023-04-26;11822.07433333
S;Sul;2023-04-26;12626.7385
SE;Sudeste/Centro-Oeste;2023-04-26;41222.72420833
N;Norte;2023-04-27;7089.549875
NE;Nordeste;2023-04-27;11955.68920833
S;Sul;2023-04-27;12578.76833333
SE;Sudeste/Centro-Oeste;2023-04-27;42256.699875
N;Norte;2023-04-28;7248.20816667
NE;Nordeste;2023-04-28;11955.01825
S;Sul;2023-04-28;12246.69958333
SE;Sudeste/Centro-Oeste;2023-04-28;41438.89483333
N;Norte;2023-04-29;7139.14333333
NE;Nordeste;2023-04-29;11867.85495833
S;Sul;2023-04-29;11011.57091667
SE;Sudeste/Centro-Oeste;2023-04-29;38139.922
N;Norte;2023-04-30;6830.51066667
NE;Nordeste;2023-04-30;11066.526
S;Sul;2023-04-30;9634.79570833
SE;Sudeste/Centro-Oeste;2023-04-30;34584.62708333
N;Norte;2023-05-01;6571.352125
NE;Nordeste;2023-05-01;10693.64458333
S;Sul;2023-05-01;10127.39175
SE;Sudeste/Centro-Oeste;2023-05-01;34835.05579167
N;Norte;2023-05-02;7120.41258333
NE;Nordeste;2023-05-02;12138.58654167
S;Sul;2023-05-02;13090.16404167
SE;Sudeste/Centro-Oeste;2023-05-02;40676.18175
N;Norte;2023-05-03;7054.07754167
NE;Nordeste;2023-05-03;12114.66466667
S;Sul;2023-05-03;13375.72375
SE;Sudeste/Centro-Oeste;2023-05-03;41848.91058333
N;Norte;2023-05-04;7050.50566667
NE;Nordeste;2023-05-04;12213.48833333
S;Sul;2023-05-04;13260.36854167
SE;Sudeste/Centro-Oeste;2023-05-04;42390.07883333
N;Norte;2023-05-05;7114.6715
NE;Nordeste;2023-05-05;12175.391125
S;Sul;2023-05-05;12991.4895
SE;Sudeste/Centro-Oeste;2023-05-05;43045.20658333
N;Norte;2023-05-06;6900.49345833
NE;Nordeste;2023-05-06;11716.13683333
S;Sul;2023-05-06;10947.05653994
SE;Sudeste/Centro-Oeste;2023-05-06;39479.391875
N;Norte;2023-05-07;6657.38483333
NE;Nordeste;2023-05-07;10960.32820833
S;Sul;2023-05-07;9701.62333333
SE;Sudeste/Centro-Oeste;2023-05-07;35830.17966667
N;Norte;2023-05-08;7321.07820833
NE;Nordeste;2023-05-08;12252.10583333
S;Sul;2023-05-08;12286.12675
SE;Sudeste/Centro-Oeste;2023-05-08;41856.07620833
N;Norte;2023-05-09;7411.62441667
NE;Nordeste;2023-05-09;12484.11820833
S;Sul;2023-05-09;12205.23375
SE;Sudeste/Centro-Oeste;2023-05-09;42895.27920833
N;Norte;2023-05-10;7458.45879167
NE;Nordeste;2023-05-10;12677.704875
S;Sul;2023-05-10;12137.64020833
SE;Sudeste/Centro-Oeste;2023-05-10;42409.81875
N;Norte;2023-05-11;7437.152625
NE;Nordeste;2023-05-11;12826.80970833
S;Sul;2023-05-11;11946.35049627
SE;Sudeste/Centro-Oeste;2023-05-11;41754.81029167
N;Norte;2023-05-12;7438.65241667
NE;Nordeste;2023-05-12;12967.40391667
S;Sul;2023-05-12;12240.91720833
SE;Sudeste/Centro-Oeste;2023-05-12;41472.84545833
N;Norte;2023-05-13;7174.64275
NE;Nordeste;2023-05-13;12258.73158333
S;Sul;2023-05-13;10405.70020833
SE;Sudeste/Centro-Oeste;2023-05-13;37528.46020833
N;Norte;2023-05-14;6763.71795833
NE;Nordeste;2023-05-14;11155.404875
S;Sul;2023-05-14;8859.58454167
SE;Sudeste/Centro-Oeste;2023-05-14;33660.52925
N;Norte;2023-05-15;7384.54529167
NE;Nordeste;2023-05-15;12327.70179167
S;Sul;2023-05-15;11899.74099925
SE;Sudeste/Centro-Oeste;2023-05-15;39533.88541667
N;Norte;2023-05-16;7339.45833333
NE;Nordeste;2023-05-16;12458.11079167
S;Sul;2023-05-16;12517.42041667
SE;Sudeste/Centro-Oeste;2023-05-16;40417.14420833
N;Norte;2023-05-17;7228.99379167
NE;Nordeste;2023-05-17;12481.12254167
S;Sul;2023-05-17;12523.270625
SE;Sudeste/Centro-Oeste;2023-05-17;40414.37779167
N;Norte;2023-05-18;7113.684
NE;Nordeste;2023-05-18;12394.18383333
S;Sul;2023-05-18;12864.39304167
SE;Sudeste/Centro-Oeste;2023-05-18;40374.18870833
N;Norte;2023-05-19;7204.13320833
NE;Nordeste;2023-05-19;12166.68783333
S;Sul;2023-05-19;12894.60883091
SE;Sudeste/Centro-Oeste;2023-05-19;40204.03141667
N;Norte;2023-05-20;7053.01775
NE;Nordeste;2023-05-20;11437.31654167
S;Sul;2023-05-20;11326.97604233
SE;Sudeste/Centro-Oeste;2023-05-20;37304.75495833
N;Norte;2023-05-21;6993.08433333
NE;Nordeste;2023-05-21;10459.40791667
S;Sul;2023-05-21;9937.48691609
SE;Sudeste/Centro-Oeste;2023-05-21;33979.56904167
N;Norte;2023-05-22;7359.95870833
NE;Nordeste;2023-05-22;11946.34425
S;Sul;2023-05-22;12838.31287307
SE;Sudeste/Centro-Oeste;2023-05-22;39634.42583333
N;Norte;2023-05-23;7414.59279167
NE;Nordeste;2023-05-23;12084.58716667
S;Sul;2023-05-23;13268.81212555
SE;Sudeste/Centro-Oeste;2023-05-23;40695.22658333
N;Norte;2023-05-24;7319.36941667
NE;Nordeste;2023-05-24;11947.404875
S;Sul;2023-05-24;13243.26949995
SE;Sudeste/Centro-Oeste;2023-05-24;41048.841875
N;Norte;2023-05-25;7393.78879167
NE;Nordeste;2023-05-25;11852.212375
S;Sul;2023-05-25;13440.77233258
SE;Sudeste/Centro-Oeste;2023-05-25;41508.555625
N;Norte;2023-05-26;7445.70775
NE;Nordeste;2023-05-26;11993.75170833
S;Sul;2023-05-26;13313.07295829
SE;Sudeste/Centro-Oeste;2023-05-26;41499.51629167
N;Norte;2023-05-27;7199.82141667
NE;Nordeste;2023-05-27;11463.80858333
S;Sul;2023-05-27;11739.17166653
SE;Sudeste/Centro-Oeste;2023-05-27;38930.53929167
N;Norte;2023-05-28;6880.03983333
NE;Nordeste;2023-05-28;10737.68983333
S;Sul;2023-05-28;9818.78457998
SE;Sudeste/Centro-Oeste;2023-05-28;35596.807875
N;Norte;2023-05-29;7405.987125
NE;Nordeste;2023-05-29;11939.66533333
S;Sul;2023-05-29;12823.26391602
